game_id,round,TP,year,player,teamname,list,team,country,faction,valid
546,4,0,2016,Adrian Ramos,Team Spain Rogue,Iron Mother 1,1,Spain,convergence,TRUE
547,4,0,2016,Jorge Cerdá,Team Spain Rogue,Madrak 2,1,Spain,trollbloods,TRUE
548,4,1,2016,Manuel Tulla,Team Spain Rogue,Baldur 2,1,Spain,circle,TRUE
549,4,0,2016,Josep Raúl López,Team Spain Rogue,Haley 2,1,Spain,cygnar,TRUE
550,4,1,2016,Marc Heredia,Team Spain Rogue,Severius 2,1,Spain,protectorate,TRUE
551,4,1,2016,Ben diBosdari,Team England Lions,Lucant 1,1,England,convergence,TRUE
552,4,0,2016,Dominic Leedham,Team England Lions,Haley 2,1,England,cygnar,TRUE
553,4,0,2016,Brett Wilkie,Team England Lions,Baldur 2,1,England,circle,TRUE
554,4,0,2016,Nathan Hoole,Team England Lions,Stryker 2,1,England,cygnar,TRUE
555,4,0,2016,Matt Goligher,Team England Lions,Ragnor 1,1,England,trollbloods,TRUE
556,4,0,2016,George Banavos,Team Greece Prime,Rasheth 1,1,Greece,skorne,TRUE
557,4,1,2016,Orestis Argiropoulos,Team Greece Prime,Skarre 1,1,Greece,cryx,TRUE
558,4,0,2016,Nikos Kerazoglou,Team Greece Prime,Butcher 3,1,Greece,khador,TRUE
559,4,0,2016,Panagiotis Demiris,Team Greece Prime,Naaresh 1,1,Greece,skorne,TRUE
560,4,0,2016,Dimitris Kasdiovasilis,Team Greece Prime,Ragnor 1,1,Greece,trollbloods,TRUE
561,4,0,2016,Scott Hooper-Jones,Team Wales Crafanc,Montador 1,1,Wales,mercenaries,TRUE
562,4,1,2016,Alun Evans,Team Wales Crafanc,Kreoss 1,1,Wales,protectorate,TRUE
563,4,0,2016,Adam Jones,Team Wales Crafanc,Madrak 2,1,Wales,trollbloods,TRUE
564,4,0,2016,Ben Jenkins,Team Wales Crafanc,Goreshade 1,1,Wales,cryx,TRUE
565,4,0,2016,Rhys Phillips,Team Wales Crafanc,Helynna 1,1,Wales,retribution,TRUE
566,4,0,2016,David Smith,Team USA Red,Ossrum 1,1,USA,mercenaries,TRUE
567,4,0,2016,Bret Fogel,Team USA Red,Wurmwood 1,1,USA,circle,TRUE
568,4,1,2016,Billy Robin,Team USA Red,Caine 2,1,USA,cygnar,TRUE
569,4,1,2016,Mike Puryear,Team USA Red,Harbinger 1,1,USA,protectorate,TRUE
570,4,1,2016,Jason Flanzer,Team USA Red,Gunnbjorn 1,1,USA,trollbloods,TRUE
571,4,0,2016,Asbjorn Willarsrud,Team Norway Blue,Kromac 2,1,Norway,circle,TRUE
572,4,0,2016,Leif Bohli,Team Norway Blue,Butcher 3,1,Norway,khador,TRUE
573,4,0,2016,Mats Aubell,Team Norway Blue,Madrak 2,1,Norway,trollbloods,TRUE
574,4,0,2016,Martin Andre Rohme,Team Norway Blue,Absylonia 2,1,Norway,legion,TRUE
575,4,0,2016,Endre Fodstad,Team Norway Blue,Lucant 1,1,Norway,convergence,TRUE
576,4,1,2016,Michiel Smits,Team Netherlands Vermeer,Doomshaper 2,1,Netherlands,trollbloods,TRUE
577,4,1,2016,Maarten Koopmans,Team Netherlands Vermeer,Mordikaar 1,1,Netherlands,skorne,TRUE
578,4,0,2016,Michael Boom,Team Netherlands Vermeer,Amon 1,1,Netherlands,protectorate,TRUE
579,4,1,2016,Marnix Baas,Team Netherlands Vermeer,Butcher 3,1,Netherlands,khador,TRUE
580,4,0,2016,Marc de Ruiter,Team Netherlands Vermeer,Vyros 2,1,Netherlands,retribution,TRUE
581,4,0,2016,Iiro Järvenpää,Team Finland Ilmarinen,Zaal 1,1,Finland,skorne,TRUE
582,4,1,2016,Hermanni Raatevaara,Team Finland Ilmarinen,Irusk 2,1,Finland,khador,TRUE
583,4,1,2016,Teppo Aro,Team Finland Ilmarinen,Nemo 3,1,Finland,cygnar,TRUE
584,4,0,2016,Samu Jarvinen,Team Finland Ilmarinen,Wurmwood 1,1,Finland,circle,TRUE
585,4,1,2016,Teemu Aro,Team Finland Ilmarinen,Vladimir 2,1,Finland,khador,TRUE
586,4,0,2016,Chen Ge,Team China Egg Roll,Amon 1,1,China,protectorate,TRUE
587,4,0,2016,He Jiang,Team China Egg Roll,Madrak 2,1,China,trollbloods,TRUE
588,4,0,2016,Jason Mcleod,Team China Egg Roll,Arkadius 1,1,China,minions,TRUE
589,4,1,2016,Guanbo Liu,Team China Egg Roll,Deneghra 1,1,China,cryx,TRUE
590,4,1,2016,Luke Pollard,Team China Egg Roll,Kromac 2,1,China,circle,TRUE
591,4,0,2016,Vasco Oliveira,Team Portugal Prime,Vayl 2,1,Portugal,legion,TRUE
592,4,0,2016,Nuno Sequeira,Team Portugal Prime,Terminus 1,1,Portugal,cryx,TRUE
593,4,0,2016,Alexis Vallalta,Team Portugal Prime,Lucant 1,1,Portugal,NA,FALSE
594,4,0,2016,Paulo Morais,Team Portugal Prime,Haley 2,1,Portugal,cygnar,TRUE
595,4,1,2016,Joao Morais,Team Portugal Prime,Rasheth 1,1,Portugal,skorne,TRUE
596,4,1,2016,Gabor Wolf,Team Hungary,Karchev 1,1,Hungary,khador,TRUE
597,4,1,2016,Zoltan Gaal,Team Hungary,Scaverous 1,1,Hungary,cryx,TRUE
598,4,1,2016,Lorand Sovenyhazi,Team Hungary,Borka 1,1,Hungary,trollbloods,TRUE
599,4,1,2016,Rudolf Edlmayer,Team Hungary,Nemo 1,1,Hungary,cygnar,TRUE
600,4,0,2016,Csaba Mile,Team Hungary,Irusk 2,1,Hungary,khador,TRUE
601,4,0,2016,Jani Kautto,Team Finland Joukahainen,Amon 1,1,Finland,protectorate,TRUE
602,4,1,2016,Tuomas Toimela,Team Finland Joukahainen,Rasheth 1,1,Finland,skorne,TRUE
603,4,1,2016,Antti Jussila,Team Finland Joukahainen,Magnus 2,1,Finland,mercenaries,TRUE
604,4,1,2016,Joonas Heinonen,Team Finland Joukahainen,Axis 1,1,Finland,convergence,TRUE
605,4,0,2016,Jarkko Vahamaa,Team Finland Joukahainen,Kromac 2,1,Finland,circle,TRUE
606,4,0,2016,Mateusz Dziewanowski,Team Poland Storks,Helynna 1,1,Poland,retribution,TRUE
607,4,0,2016,Andrzej Reszelski,Team Poland Storks,Severius 2,1,Poland,protectorate,TRUE
608,4,0,2016,Piotr Gotowiec,Team Poland Storks,Irusk 2,1,Poland,khador,TRUE
609,4,1,2016,Adam Szymanski,Team Poland Storks,Stryker 2,1,Poland,cygnar,TRUE
610,4,1,2016,Karol Sosnowski,Team Poland Storks,Baldur 2,1,Poland,circle,TRUE
611,4,1,2016,Conor Burnell,Team Ireland Ceol,Madrak 2,1,Ireland,trollbloods,TRUE
612,4,0,2016,Peter Croft,Team Ireland Ceol,Absylonia 2,1,Ireland,legion,TRUE
613,4,1,2016,Patrick Dunford,Team Ireland Ceol,Haley 2,1,Ireland,cygnar,TRUE
614,4,0,2016,Mark Hayes,Team Ireland Ceol,Ossyan 1,1,Ireland,retribution,TRUE
615,4,1,2016,Eoin Brennan,Team Ireland Ceol,Wurmwood 1,1,Ireland,circle,TRUE
616,4,0,2016,Kevin Aourragh,Team France Obelix,Skarre 1,1,France,cryx,TRUE
617,4,1,2016,Adrien Cahier,Team France Obelix,Irusk 2,1,France,khador,TRUE
618,4,0,2016,Alexandre Maiffret,Team France Obelix,Grayle 1,1,France,circle,TRUE
619,4,1,2016,Kevin Maeder,Team France Obelix,Rhyas 1,1,France,legion,TRUE
620,4,1,2016,Baptiste Schmittlin,Team France Obelix,Severius 2,1,France,protectorate,TRUE
621,4,1,2016,Robi Deola,Team Switzerland Chocolate,Thyra 1,1,Switzerland,protectorate,TRUE
622,4,0,2016,Marco Bernasconi,Team Switzerland Chocolate,Mortenebra 1,1,Switzerland,cryx,TRUE
623,4,1,2016,Michael Ilegems,Team Switzerland Chocolate,Amon 1,1,Switzerland,protectorate,TRUE
624,4,0,2016,Giaccomo Mader,Team Switzerland Chocolate,Haley 2,1,Switzerland,cygnar,TRUE
625,4,1,2016,Marc Trautmann,Team Switzerland Chocolate,Helynna 1,1,Switzerland,retribution,TRUE
626,4,1,2016,Jan Kleva Ivancic,Team Slovenia,Butcher 3,1,Slovenia,khador,TRUE
627,4,0,2016,Maksimiljan Galos,Team Slovenia,Wurmwood 1,1,Slovenia,circle,TRUE
628,4,1,2016,Jean-Sebastien Imbeau,Team Slovenia,Kreoss 1,1,Slovenia,protectorate,TRUE
629,4,1,2016,Brin Blatnik,Team Slovenia,Doomshaper 2,1,Slovenia,trollbloods,TRUE
630,4,0,2016,Tomaz Kovacic,Team Slovenia,Sloan 1,1,Slovenia,cygnar,TRUE
631,4,1,2016,Dominic Beyeler,Team Switzerland Cheese,Wurmwood 1,1,Switzerland,circle,TRUE
632,4,0,2016,Henrik Ekholm,Team Switzerland Cheese,Morghoul 1,1,Switzerland,skorne,TRUE
633,4,0,2016,Moritz Schwank,Team Switzerland Cheese,Sorscha 1,1,Switzerland,khador,TRUE
634,4,1,2016,Pascal Kruttli,Team Switzerland Cheese,Sturm & Drang 1,1,Switzerland,minions,TRUE
635,4,1,2016,Lorenz Gredig,Team Switzerland Cheese,Skarre 2,1,Switzerland,cryx,TRUE
636,4,1,2016,Fraser Phillips,Team Middle East,Caine 2,1,Middle.East,NA,FALSE
637,4,0,2016,Joseph Hanna,Team Middle East,Hexeris 2,1,Middle.East,skorne,TRUE
638,4,1,2016,Bryce Geeraert,Team Middle East,Wurmwood 1,1,Middle.East,circle,TRUE
639,4,0,2016,Eric Liu,Team Middle East,Asphyxious 3,1,Middle.East,cryx,TRUE
640,4,1,2016,Josh Blakemore,Team Middle East,Severius 2,1,Middle.East,protectorate,TRUE
641,5,1,2016,Ben Fuzi,Team Germany Black,Haley 2,1,Germany,cygnar,TRUE
642,5,0,2016,Dominik de Cassan,Team Germany Black,Axis 1,1,Germany,convergence,TRUE
643,5,1,2016,Sascha Maisel,Team Germany Black,High Reclaimer 1,1,Germany,protectorate,TRUE
644,5,1,2016,Robin Maukisch,Team Germany Black,Baldur 2,1,Germany,circle,TRUE
645,5,1,2016,Moritz Riegler,Team Germany Black,Vyros 2,1,Germany,retribution,TRUE
646,5,1,2016,Dyland Simmer,Team Australia Echidna ,Rahn 1,1,Australia,retribution,TRUE
647,5,0,2016,Jack Ding,Team Australia Echidna ,High Reclaimer 1,1,Australia,protectorate,TRUE
648,5,1,2016,Tom Guan,Team Australia Echidna ,Wurmwood 1,1,Australia,circle,TRUE
649,5,1,2016,Colin Hill,Team Australia Echidna ,Rask 1,1,Australia,minions,TRUE
650,5,0,2016,Chris Davies,Team Australia Echidna ,Irusk 2,1,Australia,khador,TRUE
651,5,0,2016,Wiktor Harezlak,Team Poland Marmots,Asphyxious 3,1,Poland,cryx,TRUE
652,5,0,2016,Adam Szugajew,Team Poland Marmots,Vladimir 1,1,Poland,khador,TRUE
653,5,0,2016,Rafal Anusiak,Team Poland Marmots,Ossrum 1,1,Poland,mercenaries,TRUE
654,5,0,2016,Mateusz Szulc,Team Poland Marmots,Gorten 1,1,Poland,mercenaries,TRUE
655,5,1,2016,Jaromir Skirmuntt,Team Poland Marmots,Ossyan 1,1,Poland,retribution,TRUE
656,5,0,2016,Alessandro Montagnani,Team Italy Michaelangelo,Madrak 2,1,Italy,trollbloods,TRUE
657,5,1,2016,Daniele Diaspro,Team Italy Michaelangelo,Vyros 2,1,Italy,retribution,TRUE
658,5,1,2016,Edoardo Rinaldi,Team Italy Michaelangelo,Caine 2,1,Italy,cygnar,TRUE
659,5,1,2016,Emiliano Traversi,Team Italy Michaelangelo,Thagrosh 1,1,Italy,legion,TRUE
660,5,1,2016,Marco Elitropi,Team Italy Michaelangelo,High Reclaimer 1,1,Italy,protectorate,TRUE
661,5,1,2016,Jun Chan,Team England Roses,Vyros 2,1,England,retribution,TRUE
662,5,0,2016,Phil Shaw,Team England Roses,Vladimir 2,1,England,khador,TRUE
663,5,1,2016,Toby Nathan,Team England Roses,Ragnor 1,1,England,trollbloods,TRUE
664,5,1,2016,Ryan Evans,Team England Roses,Witch coven 1,1,England,cryx,TRUE
665,5,1,2016,Jim Gradwell,Team England Roses,Baldur 2,1,England,circle,TRUE
666,5,0,2016,Chris Orr,Team Canada Goose,Kallus 1,1,Canada,legion,TRUE
667,5,1,2016,Bubba Dalton,Team Canada Goose,Karchev 1,1,Canada,khador,TRUE
668,5,1,2016,Tim Fung,Team Canada Goose,Wurmwood 1,1,Canada,circle,TRUE
669,5,1,2016,David Beauchamp,Team Canada Goose,Ossyan 1,1,Canada,retribution,TRUE
670,5,0,2016,Chandler Davidson,Team Canada Goose,Kreoss 3,1,Canada,protectorate,TRUE
671,5,0,2016,Niklas Bergmark,Team Sweden Bofors,Borka 1,1,Sweden,trollbloods,TRUE
672,5,1,2016,Ola Segerberg,Team Sweden Bofors,Issyria 1,1,Sweden,retribution,TRUE
673,5,1,2016,Gustav Linderup,Team Sweden Bofors,Harbinger 1,1,Sweden,protectorate,TRUE
674,5,1,2016,Torbjorn Hansson,Team Sweden Bofors,Vayl 2,1,Sweden,legion,TRUE
675,5,0,2016,Fredrik Rabén,Team Sweden Bofors,Haley 3,1,Sweden,cygnar,TRUE
676,5,0,2016,Chris Murdoch,Team England Knights,MacBain 1,1,England,mercenaries,TRUE
677,5,0,2016,Andy McBirnie,Team England Knights,Witch coven 1,1,England,cryx,TRUE
678,5,0,2016,Andrew Kenny,Team England Knights,Madrak 2,1,England,trollbloods,TRUE
679,5,1,2016,Andy Garrard,Team England Knights,Grissel 2,1,England,trollbloods,TRUE
680,5,1,2016,Jamie Cooke-Rogers,Team England Knights,Kallus 1,1,England,legion,TRUE
681,5,0,2016,Cory Doyle,Team Canada Moose,Kreoss 3,1,Canada,protectorate,TRUE
682,5,0,2016,RJ Marchant,Team Canada Moose,Saeryn 2 & Rhyas 2,1,Canada,legion,TRUE
683,5,0,2016,Jeff Everitt,Team Canada Moose,Irusk 2,1,Canada,khador,TRUE
684,5,1,2016,Dustin McWhirter,Team Canada Moose,Haley 1,1,Canada,cygnar,TRUE
685,5,0,2016,Lukasz Kruszenski,Team Canada Moose,Vayl 1,1,Canada,NA,FALSE
686,5,1,2016,Bogdan Novikov,Team Russia Bears,Baldur 2,1,Russia,circle,TRUE
687,5,1,2016,Dmitry Khalansky,Team Russia Bears,Haley 2,1,Russia,cygnar,TRUE
688,5,0,2016,Artem Volik,Team Russia Bears,Issyria 1,1,Russia,retribution,TRUE
689,5,0,2016,Andrei Ivanov,Team Russia Bears,Deneghra 1,1,Russia,cryx,TRUE
690,5,0,2016,Mikhail Novikov,Team Russia Bears,Severius 2,1,Russia,protectorate,TRUE
691,5,1,2016,Eoin Brennan,Team Ireland Ceol,Baldur 2,1,Ireland,circle,TRUE
692,5,0,2016,Peter Croft,Team Ireland Ceol,Absylonia 2,1,Ireland,legion,TRUE
693,5,1,2016,Patrick Dunford,Team Ireland Ceol,Haley 2,1,Ireland,cygnar,TRUE
694,5,0,2016,Conor Burnell,Team Ireland Ceol,Doomshaper 2,1,Ireland,trollbloods,TRUE
695,5,0,2016,Mark Hayes,Team Ireland Ceol,Issyria 1,1,Ireland,retribution,TRUE
696,5,0,2016,Francesco Recchiuti,Team Italy Leonardo,Deneghra 1,1,Italy,cryx,TRUE
697,5,0,2016,Diego Moruzzo,Team Italy Leonardo,High Reclaimer 1,1,Italy,protectorate,TRUE
698,5,1,2016,Andrea Cesana,Team Italy Leonardo,Irusk 2,1,Italy,khador,TRUE
699,5,1,2016,Vincenzo Rotondo,Team Italy Leonardo,Caine 2,1,Italy,cygnar,TRUE
700,5,1,2016,Davide Insinna,Team Italy Leonardo,Madrak 2,1,Italy,trollbloods,TRUE
701,5,1,2016,Vincent van der Bijl,Team Netherlands Rembrandt,Asphyxious 3,1,Netherlands,cryx,TRUE
702,5,1,2016,William Bekkema,Team Netherlands Rembrandt,Lucant 1,1,Netherlands,convergence,TRUE
703,5,0,2016,Dave den Ouden,Team Netherlands Rembrandt,Calandra 1,1,Netherlands,trollbloods,TRUE
704,5,0,2016,Tom Starren,Team Netherlands Rembrandt,Karchev 1,1,Netherlands,khador,TRUE
705,5,0,2016,Anjo Brand,Team Netherlands Rembrandt,Vyros 1,1,Netherlands,retribution,TRUE
706,5,0,2016,Tim Bossuyt,Team Belgium Victorious Secret,Skarre 2,1,Belgium,cryx,TRUE
707,5,1,2016,Christophe Dirckx,Team Belgium Victorious Secret,Sorscha 1,1,Belgium,khador,TRUE
708,5,1,2016,Niels De Vlieger,Team Belgium Victorious Secret,Kallus 1,1,Belgium,legion,TRUE
709,5,1,2016,Steven De Canck,Team Belgium Victorious Secret,Irusk 2,1,Belgium,khador,TRUE
710,5,0,2016,Benoit Van Lee,Team Belgium Victorious Secret,Magnus 2,1,Belgium,mercenaries,TRUE
711,5,0,2016,Matthieu Vega Mouskapet,Team France Asterix,Scaverous 1,1,France,cryx,TRUE
712,5,1,2016,Victor Pons Tec,Team France Asterix,Madrak 2,1,France,trollbloods,TRUE
713,5,0,2016,Julien Dupoirieux,Team France Asterix,Tanith 1,1,France,circle,TRUE
714,5,0,2016,Antoine Granet Tza,Team France Asterix,Wurmwood 1,1,France,circle,TRUE
715,5,1,2016,Pierre Arnauld de Seze,Team France Asterix,Harkevich 1,1,France,khador,TRUE
716,5,0,2016,Rob Read,Team Ireland Craic,Thyra 1,1,Ireland,protectorate,TRUE
717,5,0,2016,Patrick Long,Team Ireland Craic,Madrak 2,1,Ireland,trollbloods,TRUE
718,5,1,2016,Michael Porter,Team Ireland Craic,Vayl 2,1,Ireland,legion,TRUE
719,5,0,2016,Ciaran Bolger,Team Ireland Craic,Xerxis 1,1,Ireland,skorne,TRUE
720,5,0,2016,Dan Porter,Team Ireland Craic,Haley 2,1,Ireland,cygnar,TRUE
721,5,1,2016,Mikkel Ernst,Team Denmark Jotunheim,Vladimir 2,1,Denmark,khador,TRUE
722,5,0,2016,Jan D'Souza,Team Denmark Jotunheim,Scaverous 1,1,Denmark,cryx,TRUE
723,5,0,2016,Soren,Team Denmark Jotunheim,Stryker 2,1,Denmark,cygnar,TRUE
724,5,0,2016,Simon Sorensen,Team Denmark Jotunheim,Malekus 1,1,Denmark,protectorate,TRUE
725,5,0,2016,Benjamin Kierkegaard,Team Denmark Jotunheim,Ossyan 1,1,Denmark,retribution,TRUE
726,5,0,2016,Josep Raúl López,Team Spain Rogue,Haley 2,1,Spain,cygnar,TRUE
727,5,0,2016,Jorge Cerdá,Team Spain Rogue,Madrak 2,1,Spain,trollbloods,TRUE
728,5,0,2016,Marc Heredia,Team Spain Rogue,Severius 2,1,Spain,protectorate,TRUE
729,5,0,2016,Adrian Ramos,Team Spain Rogue,Lucant 1,1,Spain,convergence,TRUE
730,5,1,2016,Manuel Tulla,Team Spain Rogue,Wurmwood 1,1,Spain,circle,TRUE
731,5,1,2016,Gabor Wolf,Team Hungary,Butcher 1,1,Hungary,khador,TRUE
732,5,1,2016,Zoltan Gaal,Team Hungary,Scaverous 1,1,Hungary,cryx,TRUE
733,5,1,2016,Lorand Sovenyhazi,Team Hungary,Borka 1,1,Hungary,trollbloods,TRUE
734,5,1,2016,Rudolf Edlmayer,Team Hungary,Nemo 1,1,Hungary,cygnar,TRUE
735,5,1,2016,Csaba Mile,Team Hungary,Irusk 2,1,Hungary,khador,TRUE
736,5,1,2016,Jason Flanzer,Team USA Red,Madrak 2,1,USA,trollbloods,TRUE
737,5,1,2016,Bret Fogel,Team USA Red,Wurmwood 1,1,USA,circle,TRUE
738,5,1,2016,David Smith,Team USA Red,Ossrum 1,1,USA,mercenaries,TRUE
739,5,1,2016,Mike Puryear,Team USA Red,Harbinger 1,1,USA,protectorate,TRUE
740,5,0,2016,Billy Robin,Team USA Red,Caine 2,1,USA,cygnar,TRUE
741,5,0,2016,Fernando Segado,Team Spain Red,Lylyth 3,1,Spain,legion,TRUE
742,5,0,2016,Raul Segado,Team Spain Red,Scaverous 1,1,Spain,cryx,TRUE
743,5,1,2016,Dorian Gordon,Team Spain Red,Stryker 2,1,Spain,cygnar,TRUE
744,5,1,2016,Enrique Lopez,Team Spain Red,Baldur 2,1,Spain,circle,TRUE
745,5,0,2016,Javier Sanchez,Team Spain Red,Irusk 2,1,Spain,khador,TRUE
746,5,0,2016,Michiel Smits,Team Netherlands Vermeer,Doomshaper 2,1,Netherlands,trollbloods,TRUE
747,5,1,2016,Marc de Ruiter,Team Netherlands Vermeer,Issyria 1,1,Netherlands,retribution,TRUE
748,5,0,2016,Marnix Baas,Team Netherlands Vermeer,Butcher 3,1,Netherlands,khador,TRUE
749,5,1,2016,Maarten Koopmans,Team Netherlands Vermeer,Xerxis 1,1,Netherlands,skorne,TRUE
750,5,1,2016,Michael Boom,Team Netherlands Vermeer,Amon 1,1,Netherlands,protectorate,TRUE
751,5,1,2016,Florian Hartmann,Team Austria Schnitzel,Ossyan 1,1,Austria,retribution,TRUE
752,5,1,2016,Stefan Riegler,Team Austria Schnitzel,Vladimir 3,1,Austria,khador,TRUE
753,5,0,2016,Erich Hochauer,Team Austria Schnitzel,Lucant 1,1,Austria,convergence,TRUE
754,5,1,2016,Wolfgang Weber,Team Austria Schnitzel,Witch coven 1,1,Austria,cryx,TRUE
755,5,1,2016,Martin Hornacek,Team Austria Schnitzel,Hexeris 2,1,Austria,skorne,TRUE
756,5,0,2016,Byron Liles,Team Wales Dant,Madrak 2,1,Wales,trollbloods,TRUE
757,5,1,2016,Paul Letherby,Team Wales Dant,Mordikaar 1,1,Wales,skorne,TRUE
758,5,1,2016,Pete Hillard,Team Wales Dant,Butcher 3,1,Wales,khador,TRUE
759,5,1,2016,Sam Derbyshire,Team Wales Dant,Barnabas 1,1,Wales,minions,TRUE
760,5,1,2016,Terry Slade,Team Wales Dant,Absylonia 2,1,Wales,legion,TRUE
761,5,1,2016,Bryce Geeraert,Team Middle East,Wurmwood 1,1,Middle.East,circle,TRUE
762,5,0,2016,Eric Liu,Team Middle East,Asphyxious 3,1,Middle.East,cryx,TRUE
763,5,1,2016,Josh Blakemore,Team Middle East,Severius 2,1,Middle.East,protectorate,TRUE
764,5,0,2016,Joseph Hanna,Team Middle East,Hexeris 2,1,Middle.East,skorne,TRUE
765,5,1,2016,Fraser Phillips,Team Middle East,Stryker 2,1,Middle.East,NA,FALSE
766,5,0,2016,Moritz Schwank,Team Switzerland Cheese,Butcher 1,1,Switzerland,khador,TRUE
767,5,0,2016,Lorenz Gredig,Team Switzerland Cheese,Skarre 2,1,Switzerland,cryx,TRUE
768,5,1,2016,Henrik Ekholm,Team Switzerland Cheese,Rasheth 1,1,Switzerland,skorne,TRUE
769,5,0,2016,Pascal Kruttli,Team Switzerland Cheese,Carver 1,1,Switzerland,minions,TRUE
770,5,1,2016,Dominic Beyeler,Team Switzerland Cheese,Kromac 2,1,Switzerland,circle,TRUE
771,5,1,2016,Rhys Phillips,Team Wales Crafanc,Rahn 1,1,Wales,retribution,TRUE
772,5,1,2016,Alun Evans,Team Wales Crafanc,Thyra 1,1,Wales,protectorate,TRUE
773,5,0,2016,Ben Jenkins,Team Wales Crafanc,Deneghra 1,1,Wales,cryx,TRUE
774,5,0,2016,Adam Jones,Team Wales Crafanc,Madrak 2,1,Wales,trollbloods,TRUE
775,5,1,2016,Scott Hooper-Jones,Team Wales Crafanc,Montador 1,1,Wales,mercenaries,TRUE
776,5,0,2016,Sergei Lakissov,Team Latvia,Thexus 1,1,Latvia,mercenaries,TRUE
777,5,1,2016,Andrei Isaev,Team Latvia,Caine 2,1,Latvia,cygnar,TRUE
778,5,1,2016,Eduard Berdjugin,Team Latvia,Lylyth 3,1,Latvia,legion,TRUE
779,5,1,2016,Aleksandr Blumental,Team Latvia,Vladimir 2,1,Latvia,khador,TRUE
780,5,1,2016,Dmitri Pechonkin,Team Latvia,Lylyth 3,1,Latvia,circle,FALSE
781,5,0,2016,Alexander Grob,Team Austria Apfelstrudel,Darius 1,1,Austria,cygnar,TRUE
782,5,1,2016,Martin Florian,Team Austria Apfelstrudel,Butcher 3,1,Austria,khador,TRUE
783,5,1,2016,Daniel Maierl,Team Austria Apfelstrudel,Vyros 2,1,Austria,retribution,TRUE
784,5,0,2016,Daniel Pawelka,Team Austria Apfelstrudel,Calandra 1,1,Austria,trollbloods,TRUE
785,5,1,2016,Laszlo Vuray,Team Austria Apfelstrudel,Barnabas 1,1,Austria,minions,TRUE
786,5,1,2016,Yang Song,Team China Baizen,Kaelyssa 1,1,China,retribution,TRUE
787,5,0,2016,Wei Jin,Team China Baizen,Karchev 1,1,China,khador,TRUE
788,5,1,2016,Gua,Team China Baizen,Madrak 2,1,China,trollbloods,TRUE
789,5,1,2016,Youwei Wu,Team China Baizen,Lucant 1,1,China,convergence,TRUE
790,5,1,2016,Lei,Team China Baizen,Lylyth 3,1,China,legion,TRUE
791,5,1,2016,John Helz,Team UAE,Madrak 2,1,UAE,trollbloods,TRUE
792,5,0,2016,Mike Dunlop,Team UAE,Vladimir 3,1,UAE,khador,TRUE
793,5,1,2016,Olivier Gheysen,Team UAE,Wurmwood 1,1,UAE,circle,TRUE
794,5,1,2016,Nathan Bosa,Team UAE,Venethrax 1,1,UAE,cryx,TRUE
795,5,1,2016,Enrique Sanchez,Team UAE,Caine 1,1,UAE,cygnar,TRUE
796,5,1,2016,Dmitrii Tochenov,Team Russia Desmans,Nemo 1,1,Russia,retribution,FALSE
797,5,0,2016,Aleksei Guk,Team Russia Desmans,Helynna 1,1,Russia,retribution,TRUE
798,5,1,2016,Konstantin Kruchinin,Team Russia Desmans,Rahn 1,1,Russia,cygnar,FALSE
799,5,0,2016,Alexander Loginov,Team Russia Desmans,Haley 3,1,Russia,cygnar,TRUE
800,5,0,2016,Kirill Ustilovskiy,Team Russia Desmans,Karchev 1,1,Russia,NA,FALSE
801,6,1,2016,Chris Davies,Team Australia Echidna ,Irusk 2,1,Australia,khador,TRUE
802,6,1,2016,Dyland Simmer,Team Australia Echidna ,Kaelyssa 1,1,Australia,retribution,TRUE
803,6,1,2016,Jack Ding,Team Australia Echidna ,High Reclaimer 1,1,Australia,protectorate,TRUE
804,6,0,2016,Tom Guan,Team Australia Echidna ,Wurmwood 1,1,Australia,circle,TRUE
805,6,1,2016,Colin Hill,Team Australia Echidna ,Rask 1,1,Australia,minions,TRUE
806,6,0,2016,Jeff Galea,Team Australia Koala,Kaelyssa 1,1,Australia,retribution,TRUE
807,6,0,2016,Peter Bates,Team Australia Koala,Severius 2,1,Australia,protectorate,TRUE
808,6,0,2016,David Potts,Team Australia Koala,Xerxis 1,1,Australia,skorne,TRUE
809,6,0,2016,Josh Bates,Team Australia Koala,Caine 2,1,Australia,cygnar,TRUE
810,6,0,2016,Aaron Wale,Team Australia Koala,Skarre 1,1,Australia,cryx,TRUE
811,6,1,2016,Jakub Irzyk,Team Poland Wisents,Sloan 1,1,Poland,cygnar,TRUE
812,6,1,2016,Konrad Sosnowski,Team Poland Wisents,Witch coven 1,1,Poland,cryx,TRUE
813,6,0,2016,Artur Rietz,Team Poland Wisents,Krueger 1,1,Poland,circle,TRUE
814,6,1,2016,Tomasz Tutaj,Team Poland Wisents,High Reclaimer 1,1,Poland,protectorate,TRUE
815,6,1,2016,Marcin Mycek,Team Poland Wisents,Magnus 2,1,Poland,mercenaries,TRUE
816,6,0,2016,Torbjorn Hansson,Team Sweden Bofors,Vayl 2,1,Sweden,legion,TRUE
817,6,0,2016,Fredrik Rabén,Team Sweden Bofors,Haley 3,1,Sweden,cygnar,TRUE
818,6,0,2016,Gustav Linderup,Team Sweden Bofors,Kreoss 3,1,Sweden,protectorate,TRUE
819,6,0,2016,Niklas Bergmark,Team Sweden Bofors,Borka 1,1,Sweden,trollbloods,TRUE
